"single_kw","count"
"parcel",3
"parcels",2
"pardalophora apiculata (pa)",1
"parentage",1
"pargsp",1
"paria aterrima",1
"park",3
"park trees",1
"parker river",108
"parker river national wildlife refuge",15
"parker river watershed",59
"parker tank",1
"parkesia noveboracensis",1
"parking lot",2
"parks and rivers",24
"parnov",1
"paroxya clavuliger",23
"parramore",1
"parramore island",1
"parthenocissus inserta",4
"parthenocissus quinquefolia",1
"parthenocissus sp.",1
"partial brood loss",2
"partial egg loss",2
"partial pressure of carbon dioxide   water",1
"participatory research",1
"participatory science",9
"particle scavenging",1
"particle size",2
"particle size analysis",1
"particles",6
"particulate",3
"particulate backscattering",1
"particulate backscattering coefficient",1
"particulate carbon",9
"particulate matter",2
"particulate nitrogen",16
"particulate organic carbon",33
"particulate organic nitrogen",4
"particulate phosphorus",24
"particulates",37
"partner choice",1
"parulidae (gen",1
"pascal program",1
"pascya",1
"paspalum ciliatifolium",7
"pass",4
"passerina cyanea",1
"passerine",2
"passerines",1
"passive warming",1
"pasture 11a",2
"pasture 12a",6
"pasture 13",8
"pasture 13 burn",1
"pasture 8b",1
"pasture 9",10
"patch attributes",1
"patch burn grazing",10
"patch dynamics",2
"patch occupancy",1
"patch shape",1
"patch size",1
"patches",1
"pathogen",2
"pathogen dispersal",1
"pathogen simulation",1
"paul lake",1
"pawa",1
"payment for ecosystem services (pes)",1
"pb",2
"pb210",1
"pbgr",1
"pc",1
"pca",1
"pdsi",1
"peabody",3
"peak",1
"peak flows",1
"peak wave period",1
"peaks over threshold",1
"peat",3
"peat collapse",7
"peat depth",1
"peatland",63
"pedicularis canadensis",1
"pedology",1
"pedon",1
"pedon location",1
"peeks creek",1
"peer reviewed data set",1
"pelagic",12
"pelagic fish",2
"pelagic macroinvertebrates",12
"pelham bay park",1
"pellet counts",1
"pellets",3
"peltandra virginica",2
"pelthodon",1
"pennsylvania",4
"penstemon digitalis",1
"penstemon gracilis",9
"penstemon grandiflorum",1
"penstemon grandiflorus",13
"penstemon sp.",1
"penthorum sedoides",1
"people",1
"pepperwood preserve",3
"percent carbon",26
"percent cover",17
"percent cover salt marsh",2
"percent dissolved oxygen",3
"percent dry weight",1
"percent nitrogen",24
"percent organic carbon",4
"percent oxygen saturation",3
"percent phosphorus",1
"percent total organic content",1
"perched waters",1
"perching",1
"perenial grasses",1
"perennial",1
"perennial forbs",1
"perennial grasses",2
"perimeter",5
"periphyon",1
"periphyton",27
"periphyton cover",1
"periphyton volume",1
"periwinkle",10
"permafrost",141
"permanent inventory plots",1
"permanent plot",1
"permanent plots",217
"permanent quadrats",4
"permeable sediment",3
"peromyscus",1
"peromyscus leucopus",1
"peromyscus maniculatus",2
"perry mesa",1
"persicaria",2
"persicaria arifolia",2
"persicaria hydropiperoides",3
"persicaria sagittata",1
"persistence",1
"personal heat exposure",1
"personality",1
"pervious surface",1
"perylene",1
"pescivores",4
"pest",1
"pest outbreaks",1
"pesticide",1
"pesticide application",1
"pesticides",2
"petal",1
"petalostemum candidum",12
"petalostemum purpureum",12
"petalostemum villosum",5
"petalostremum purpureum",1
"petrology",7
"pfla",1
"ph",277
"ph chemistry total carbon geographic information systems soil soil moisture total nitrogen carbon gis georeferenced spatial",1
"ph soil",1
"ph soil ph phosphorus chemistry cec potassium cec",1
"phaeophytin",9
"phaeophyton",7
"phaeopigment",1
"phaeopigments",8
"phaeosphaeria halima",4
"phaeosphaeria spartinicola",4
"phaeosphaeriaceae",4
"phalaris arundinacea",4
"phaleria",1
"pharmaceutical",2
"phelud",1
"phenacomys intermedius",1
"phenanthrene",1
"phenocam",2
"phenolic compounds",4
"phenolic glycosides",3
"phenolics",2
"phenology",113
"phenotype",1
"phenotypic plasticity",1
"phenotypic traits",1
"pheophytin",9
"pheromones",7
"pheucticus ludovicianus",1
"philadelphia",1
"philadelphia vireo",1
"philopatry",1
"phleum pratense",3
"phlox pilosa",5
"phoenix",140
"phoenix area social survey",12
"phoenixareasocialsurvey",2
"phoetaliotes nebrascensis",1
"phoetaliotes nebrascensis(pn)",1
"phosphate",176
"phosphates",2
"phospholipid fatty acid profiles",1
"phosphorous",1
"phosphorous
      fertilization",1
"phosphorus",286
"phosphorus addition",1
"phosphorus cycling",5
"phosphorus fertilization",2
"phosphorus loading",2
"photo",4
"photo interpretation",1
"photo oxidation",1
"photo point imagery",3
"photobiology",1
"photochemical reflectance index",2
"photodegradation",4
"photogrammetry",14
"photograph",16
"photographs",23
"photography",18
"photomineralization",3
"photomosaic",14
"photophysiology",2
"photorespiration",1
"photosynthesis",82
"photosynthetic active radiation",23
"photosynthetic active radiation (par)",1
"photosynthetically active irradiance",1
"photosynthetically active radiation",240
"photosynthetically active radiation (par)",1
"phototaxis",1
"phototrophic",2
"phragmatopoma californica",1
"phragmites",4
"phvi",1
"phycobiliproteins",4
"phycocyanin",10
"phycoerythrin",5
"phylinae",3
"phyllocnistis populiella",6
"phyllospadix",1
"phylogenetic",2
"phylogenetic diversity",1
"phylogenetics",1
"phylum",9
"physalis heterophylla",12
"physalis heterphylla",2
"physalis sp.",3
"physalis virginiana",26
"physical",5
"physical (all)",35
"physical characteristics",1
"physical fraction",1
"physical gradient",1
"physical limnology",28
"physical oceanography",12
"physical processes",8
"physical properties",22
"physiography",2
"physiological processes",7
"physiological state",4
"physiology",27
"physiology of corals",7
"physostegia virginiana",1
"phytobenthos",3
"phytochemical similarity",1
"phytophagous insects",1
"phytoplankton",161
"phytoplankton carbon",1
"phytoplankton ecology",2
"phytoplankton growth",1
"phytoplankton size composition",1
"phytoplankton species richness",2
"picea",1
"picea engelmannii",1
"picea glauca",25
"picea mariana",48
"picea rubens",1
"picgsp",1
"picinae (gen",1
"picoides pubescens",1
"picoides villosus",1
"picophytoplankton",2
"picoplankton",2
"picpub",1
"picvil",1
"pie",20
"pie lter",554
"pie plum island ecosystems",1
"pied billed grebe",1
"pier",1
"piezometric",1
"pigment",1
"pigments",29
"pika",3
"pileated woodpecker",1
"pima county",1
"pinal",4
"pinales",2
"pine",10
"pine barrens",2
"pine beetle",1
"pine plantation",1
"pine restoration",12
"pine siskin",1
"pinidae",2
"pink roof",2
"pinned specimens",1
"pinon juniper",2
"pinopsida",5
"pinus banksiana",1
"pinus contorta",20
"pinus contorta var. latifolia",1
"pinus sp.",3
"pinus strobus",9
"piosphere",1
"piperales",2
"pipilo maculatus erythr",1
"pipmae",1
"piranga olivacea",1
"piroli",1
"pisces",1
"pisi",1
"piston coring",2
"pitfall trap",2
"pitfall trapping",1
"pitfall traps",17
"piwo",1
"place attachment",1
"placopecten magellanicus",1
"plains bison",1
"planktivores",6
"plankton",23
"plankton feeders",6
"plant",30
"plant accumulation",1
"plant animal interactions",25
"plant animal
                                                interactions",1
"plant associations",1
"plant available nutrients",1
"plant biomass",84
"plant chemistry",2
"plant communities",220
"plant community",11
"plant community composition",1
"plant community tree regeneration plant phenology",1
"plant competition",238
"plant cover",212
"plant defenses",1
"plant demography",7
"plant density",4
"plant development",6
"plant disease",2
"plant distribution",1
"plant distribution patterns",1
"plant diversity",4
"plant ecology",180
"plant encroachment",1
"plant feeding",1
"plant functional traits",1
"plant functional type",6
"plant functional types",8
"plant growth",122
"plant height",27
"plant herbivore interactions",12
"plant induced defense",1
"plant insect interactions",4
"plant invasion",1
"plant leaves",2
"plant microbe interaction",1
"plant microbe interactions",1
"plant microbe iteractions",1
"plant microbial interactions",1
"plant monitoring",48
"plant n uptake",1
"plant nitrogen concentration",1
"plant nutrients",1
"plant performance",2
"plant phenology",32
"plant physiology",32
"plant plant interactions",1
"plant pollinator interaction",1
"plant properties",10
"plant quality",1
"plant recruitment",1
"plant removal",1
"plant resistance",3
"plant respiration",1
"plant richness",1
"plant roots",3
"plant seeds",1
"plant soil feedbacks",2
"plant soil interactions",2
"plant soil linkages",1
"plant soil microbe interactions",1
"plant spacing",1
"plant species",107
"plant species abundance",1
"plant species composition",121
"plant species density",1
"plant species frequency",1
"plant species presence",1
"plant species richness",1
"plant taxonomy",1
"plant tissue",1
"plant traits",2
"plant vegetation ecology",6
"plant water potential",1
"plantae",106
"plantago (purshii) patagonica",4
"plantago lanceolata",1
"plantago patagonia",1
"plantation",1
"plantcode",1
"plantecology",1
"planted grasslands",1
"planthopper",1
"planting",2
"planting log plowing",1
"plants",399
"plastic pollution",1
"plasticine model caterpiller",1
"plasticity",2
"platanthera",1
"platte lake",1
"playa",5
"playas",2
"plecoptera",1
"plectus",18
"pleistocene",2
"pleocyemata",33
"plethodon",1
"plethodon kentucki",1
"plethodon richmondi",1
"plethodon shermani teyahalee",1
"plethodontid salamanders",4
"plethodontidae",1
"plethodontids",1
"plethondon",1
"plfa",1
"plocamium",2
"plot",1
"plot size",1
"plotless density estimator (pde)",2
"plots",3
"pluchea carolinensis",2
"plum island",14
"plum island ecosystem",87
"plum island ecosystems",328
"plum island estuary",5
"plum island sound",38
"plumbaginaceae",6
"plumes and blooms",1
"pm10 concentration",1
"pmax",2
"pn",1
"pnet",1
"pnet bgc",1
"pneumatophores",1
"po4",7
"poa compressa",8
"poa palustris",2
"poa pratensis",32
"poa sp.",3
"poaceae",100
"poales",101
"poc flux",1
"pocillopora",10
"pocilloporidae",1
"pocket gopher",4
"pocn",2
"podilymbus podiceps",1
"podpod",1
"poeatr",1
"poecile atricapillus",1
"poecile hudsonicus",1
"poehud",1
"point cabrillo",1
"point center quarter",1
"point cloud",7
"point count",1
"point counts",6
"point frame",4
"point grid",1
"point quadrat",3
"point quadrat method",2
"point quarter method",1
"pointframe",7
"poker",1
"pole height",1
"police",1
"policy",3
"polioptila melanura",1
"pollen",51
"pollen frequency",1
"pollens",1
"pollination",2
"pollinator",4
"pollinators",2
"pollution",26
"polmel",1
"polyamines",3
"polychaetes",6
"polycyclic aromatic hydrocarbons",1
"polygala polygama",23
"polygala sp.",1
"polyganum cilinode",1
"polygon",3
"polygonaceae",5
"polygonatum biflorum",1
"polygonatum canaliculatum",2
"polygonella articulata",3
"polygonum",3
"polygonum bistorta",1
"polygonum bistortoides",1
"polygonum cilinode",2
"polygonum convlovulus",1
"polygonum convolvulus",26
"polygonum convovulus",1
"polygonum pensylvanicum",2
"polygonum persicaria",4
"polygonum sp.",2
"polygonum spp.",1
"polygonum tenue",21
"polymesoda",52
"polymesoda caroliniana",48
"polyneoptera",35
"polyneura latissima",3
"polyphaga",1
"polyphenol",1
"polypodiales",3
"polypodiidae",3
"polypodiophytina",3
"polypodiopsida",3
"polyps (organisms)",40
"polysiphonia",2
"polystricum sp.",1
"pond",3
"pond cypress",2
"ponderosa pine",1
"ponds",26
"pontederia",2
"pontederia cordata",5
"pontederiaceae",5
"pool",1
"pool area",1
"poop",1
"poorly crystalline mineral",1
"populations",2444
"populus",1
"populus balsamifer",1
"populus balsamifera",1
"populus deltoides",1
"populus grandidentata",2
"populus tremuloides",35
"pore water",4
"pore water chemistry",2
"pore waters",1
"porewater",90
"porewater conductivity",1
"porewater nh4",1
"porewater no2",1
"porewater no2+no3",1
"porewater po4",1
"porewater sulfide",1
"porites",5
"porites rus",1
"poritidae",1
"porosity",9
"port aransas tx",1
"portal long term consumer monitoring program",1
"portland",1
"portland state university",3
"portulaca oleracea",2
"pose",1
"positive interaction",1
"post fire flora",1
"post fire recruitment",1
"post fire regeneration",38
"post fire response",2
"post fire succession",13
"postfire forest recovery",1
"postfire recruitment",2
"potassioum",1
"potassium",135
"potential density",40
"potential evapotranspiration",2
"potentilla argentea",5
"potentilla arguta",8
"potentilla norvegica",4
"potentilla recta",18
"potentilla simplex",4
"potentilla sp.",5
"potentilla spp.",2
"potts creek",1
"poverty creek",1
"pp",1
"pp  petalostemum purpureum",1
"pr",1
"pragmites",1
"prairie",70
"prairie dogs",1
"prairie pothole",4
"praseodymium",1
"pre euroamerican settlement",7
"pre historic",1
"precipitation",581
"precipitation (meteorology)",1
"precipitation amount",43
"precipitation chemistry",4
"precipitation manipulation",1
"precipitation modeling",1
"precipitation of dom",2
"precipitation seasonality",1
"precipition",1
"precision agriculture",1
"preconditioning",1
"predation",30
"predation risk",1
"predators",14
"predatory",1
"predawn",1
"preformed bud",1
"prenanthes racemosa",1
"prescribed burning",12
"prescribed burns",1
"prescribed fire",3
"presence",2
"preservation",1
"preservation inlet",1
"press",4
"pressure",381
"pressure transducer",4
"previous year's dead",2
"previous year #039;s dead",7
"prey based fishes",1
"prey fish",1
"primary",2
"primary consumers",10
"primary productivity",2462
"primary study lakes",2
"primary succession",4
"prin",1
"principal component regression (pcr)",2
"prionitis lanceolata",1
"prionitis lanceolata (red alga)",1
"prism",1
"prism (parameter elevation relationships on independent slopes model",1
"prism precipitation",1
"prism temperature",1
"prisoners harbor",1
"pristine",1
"prla",1
"process based modeling",1
"process oriented field studies",2
"processes",146
"processing code",1
"proctor creek",1
"producers",28
"profile",8
"profiler",1
"profiles",10
"progne subis",1
"program administration",1
"projections",1
"prokelisia",5
"prokelisia marginata",6
"propagule pressure",1
"propagules",1
"property",2
"property characteristics",1
"property tax",1
"prosobranchia",36
"prosopis caldenia",1
"prosopsis",2
"prosopsis glandulosa",2
"prospect park",1
"prostigmatid mite",1
"prosub",1
"protected areas",1
"protein",2
"protist",1
"protostomia",165
"protozoa",9
"prpo",1
"pruning",2
"pruning techniques",1
"prunus pensylvanica",1
"prunus pumila",2
"prunus serotina",4
"prunus sp.",6
"prunus virginiana",1
"prymnesiophyte",2
"pseudolithophyllum",2
"pseudopomala brachyptera",1
"pteridium aquilinum",2
"pteriomorphia",65
"pterosiphonia dendroidea",3
"pterygophora californica",7
"pterygophora californica (rock weed)",1
"pterygota",40
"public assessments",4
"public goods",2
"public health",2
"public involvement",1
"public land survey",13
"public land survey (pls)",9
"public land survey system",1
"public participation",2
"public policy",1
"public trees",1
"public values",3
"puerto rico",29
"pufi",1
"pulse",5
"pulse amplitude modulated (pam) fluorometry",1
"pulse press",1
"puma",1
"pump during probe",4
"pur",2
"purissima",1
"purple finch",1
"purple loosestrife",1
"purple marsh crabs",1
"purple martin",1
"putrescine",1
"putugook creek",1
"pycnopodia helianthoides (sunflower sea star)",1
"pygmy shrew",1
"pyr",1
"pyranometers",1
"pyrene",1
"pyric herbivory",1
"pyrogenic carbon",1
"pyrosoma atlanticum",1
"pyrosome",1
"pyrostremma spinosum",1
"q10 temperature coefficient",2
"quabbin",1
"quabbin reservoir",1
"quad",2
"quadrat",3
"quail",1
"quality of life",17
"quality of life plan",1
"quantile regression forest (qrf)",1
"quantitative magnetic resonance",1
"quantitative pits",1
"quarter quadrangle centered",1
"quarter quadrangle orthophoto",1
"quartz microfiber",1
"quebrada sonadora",1
"quercus",5
"quercus borealis",5
"quercus borealis ellipsoidalis",4
"quercus borealise llipsoidalis",1
"quercus ellipsoidalis",9
"quercus ellipsoidalis (qe)",1
"quercus ellipsoidialis",2
"quercus falcata",2
"quercus laurifolia",2
"quercus lyrata",2
"quercus macrocarpa",12
"quercus rubra",1
"quercus sp.",4
"quercus spp",1
"quiqui",1
"quiscalus quiscula",1
"r code",1
"r script",1
"rabbit key basin",2
"rabbits",12
"rabun county",1
"rad",1
"radial growth",2
"radiance",2
"radiant",3
"radiation",156
"radiative forcing",1
"radiative transfer",1
"radio telemetry",2
"radiocarbon",11
"radiocarbon age",2
"radiocarbon date",1
"radiocarbon dating",1
"radon",3
"railroads",3
"rain",322
"rain gages",1
"rain gauge",11
"rainbow lakes road",1
"rainbow trout",2
"rainfall",104
"rainfall manipulation",5
"rainforest",2
"rainout shelter",1
"ramet",1
"ramy",1
"ranasy frog",1
"ranchers",1
"ranching",1
"random forests classification",1
"random forests regression",1
"random point contact",2
"range expansion",6
"rangeland",3
"rangelands",2
"rank",1
"rank abundance curves",1
"ranunculus adoneus",2
